MARITAL_STATUS,STATE,CREDIT_BALANCE,CUSTOMER_TENURE,MORTGAGE_AMOUNT,BANK_FUNDS,NUM_DEPENDENTS,HAS_CHILDREN,INCOME,CUSTOMER_ID,GENDER,PROFESSION,CREDIT_CARD_LIMITS,REGION,HOME_OWNERSHIP,NUM_ONLINE_TRANS,BUY_INSURANCE,MONTHLY_CHECKS,NUM_TRANS_KIOSK,AGE,MONEY_MONTLY_OVERDRAWN,LTV,TOTAL_AUTOM_PAYMENTS,NUM_TRANS_TELLER,CHECKING_BALANCE,NUM_TRANS_ATM,LTV_BIN,FIRST_NAME,NUM_MORTGAGES,CAR_OWNERSHIP,LAST_NAME
SINGLE,NY,0,2,0,0,0,1,62789,CU1900,M,IT Staff,900,NorthEast,0,0,No,0,2,33,53.06,14997.25,534,0,25,0,MEDIUM,HOMER,0,1,HURST
DIVORCED,MI,0,4,4000,3900,6,1,87333,CU1901,F,PROF-62,4000,Midwest,1,4000,No,12,1,0,53.24,0,989,1,221,3,LOW,KARINA,1,1,FLANAGAN
MARRIED,NY,0,3,1000,13825,3,1,63010,CU1902,M,Administrator,900,NorthEast,1,4225,No,9,2,31,54.09,19352.5,25526,4,25,5,MEDIUM,CONNIE,1,1,LYNN
MARRIED,NY,0,5,1500,0,5,1,65261,CU1903,F,Author,800,NorthEast,1,1500,No,1,2,70,53.5,20815.25,509,1,25,4,MEDIUM,PENNIE,1,1,GEORGE
DIVORCED,OK,0,4,3000,251,3,0,60975,CU1904,F,Waiter/Waitress,500,Midwest,1,3000,No,18,2,49,52.95,26143.75,951,2,25,2,HIGH,ELVIA,1,1,AMES
MARRIED,NY,0,3,759,450,3,0,61075,CU1905,M,PROF-9,500,NorthEast,1,759,No,17,1,29,53.07,23668.75,1673,2,1162,1,HIGH,LESTER,1,1,MCGHEE
MARRIED,AL,0,1,7175,17050,1,1,64873,CU1906,F,Clerical,500,South,1,2500,Yes,15,2,40,60.64,23718.25,7818,5,25,7,HIGH,VELVET,1,1,BARNEY
SINGLE,NY,0,2,0,0,0,0,67126,CU1908,M,Mason,1000,NorthEast,0,0,No,0,2,0,53.06,0,0,0,25,0,LOW,COURTNEY,0,0,EARLY
DIVORCED,MI,28092,4,3500,3300,6,1,58342,CU1909,F,IT Staff,900,Midwest,1,3500,Yes,4,2,51,54.25,14685.5,34711,1,5848,5,MEDIUM,ROSSANA,1,1,LIBBY
DIVORCED,CA,95,1,3480,7800,1,1,64910,CU1910,F,PROF-16,1300,West,1,1300,No,4,7,51,53.36,24827.5,12046,3,10873,3,HIGH,KHALILAH,1,1,BLACKBURN
SINGLE,NY,0,4,500,4200,3,0,66533,CU1911,M,Clerical,900,NorthEast,1,1000,No,11,8,34,53.92,26033.25,2574,2,1530,4,HIGH,RANDELL,1,1,LYNN
WIDOWED,NY,0,1,5500,19200,1,1,84298,CU1912,F,PROF-42,5000,NorthEast,1,3800,Yes,3,2,61,53.8,30674.5,3974,4,2357,4,VERY HIGH,DOMINQUE,1,1,HEDRICK
WIDOWED,NY,0,1,8000,25000,1,1,72486,CU1913,F,Clerical,5000,NorthEast,1,5000,Yes,4,9,56,53.04,27221.5,1325,6,25,2,HIGH,AYESHA,1,1,BROWNE
MARRIED,NY,0,3,700,250,3,0,60305,CU1914,M,Childcare Worker,1000,NorthEast,1,700,Yes,4,1,26,52.95,23176.25,615,2,25,2,HIGH,ARNOLD,1,1,INMAN
DIVORCED,NY,0,1,2000,2400,1,1,66909,CU1916,M,School Teacher,900,NorthEast,1,400,No,4,2,37,53.76,23927.25,3783,4,2894,4,HIGH,LINDSEY,1,1,TOTH
WIDOWED,MI,0,1,8000,0,1,1,86998,CU1917,M,Law Enforcement Officer,4000,Midwest,1,8000,No,1,2,60,53.08,31249.5,554,1,47,1,VERY HIGH,CODY,1,1,PARRIS
DIVORCED,MI,0,5,3100,9200,5,1,65502,CU1918,F,IT Staff,900,Midwest,1,3000,No,8,4,51,53.84,18975.5,8594,4,8073,4,MEDIUM,DIERDRE,1,1,RECTOR
DIVORCED,NY,27186,4,3000,9800,1,0,54472,CU6595,F,Veterinarian,2200,NorthEast,1,3000,No,2,1,44,54.49,28018,31627,2,1640,5,HIGH,LORALEE,1,1,VANDYKE
DIVORCED,NC,0,4,4000,8800,6,1,61332,CU9108,F,PROF-15,800,South,1,1600,Yes,1,1,66,54.97,16933,1923,4,25,5,MEDIUM,MARGART,1,1,CALDWELL
MARRIED,TX,0,3,845,450,3,1,62061,CU9113,M,Programmer/Developer,1500,Southwest,1,845,Yes,8,6,26,53.01,18615.25,226,2,25,2,MEDIUM,NICKY,1,1,BARON
SINGLE,NV,0,2,0,0,0,0,74394,CU9114,M,Sales Representative,1500,Southwest,0,0,No,0,1,0,53.06,0,0,0,25,0,LOW,HUNG,0,0,FINNEY
DIVORCED,NY,0,5,4500,4000,5,1,86087,CU1298,F,Dentist,3000,NorthEast,1,1300,Yes,2,2,34,54.78,22421.75,2369,1,342,5,HIGH,TAMRA,1,1,VOSS
SINGLE,UT,0,2,0,0,0,0,66266,CU1299,M,Nurse,1500,Southwest,0,0,No,1,2,0,53.07,0,616,0,25,1,LOW,ALTON,0,1,VOGT
MARRIED,NY,0,5,1800,0,5,1,68542,CU1300,F,Truck Driver,900,NorthEast,1,1800,No,17,0,36,53.17,18235.5,617,1,107,2,MEDIUM,GENNIE,1,1,KELLOGG
DIVORCED,CA,1391,4,2500,2801,4,1,60992,CU1301,F,Not specified,500,West,1,1,No,15,4,42,53.36,18448,5808,4,3581,3,MEDIUM,MARIN,1,1,PERALTA
DIVORCED,FL,70443,1,2000,2400,1,0,67670,CU1303,F,Childcare Worker,1000,South,1,400,No,15,2,43,56.31,29717.5,71419,5,25,6,HIGH,BERTHA,1,1,FINCH
DIVORCED,NY,0,1,2560,7800,1,1,64260,CU1305,F,Author,900,NorthEast,1,1200,No,3,2,63,53.89,25865,11312,4,9359,4,HIGH,MARYELLEN,1,1,HERNANDEZ
SINGLE,NY,0,2,0,0,0,1,60127,CU1306,M,Accountant,700,NorthEast,0,0,No,16,2,33,53.21,14331.75,1626,0,93,3,MEDIUM,JEREMY,0,1,WANG
MARRIED,NY,0,4,16071,11300,3,1,65541,CU1927,M,IT Staff,1000,NorthEast,1,5000,No,2,2,65,54.62,23885.25,43692,4,7710,5,HIGH,RICKEY,1,1,COFFMAN
DIVORCED,NY,0,2,2000,0,0,0,66712,CU1929,M,Nurse,500,NorthEast,1,2000,No,8,2,0,54.23,0,22181,1,19520,5,LOW,JEFFERSON,1,1,BURCH
MARRIED,LA,0,4,1000,0,4,0,65947,CU1930,F,Mason,500,South,1,1000,No,10,2,47,53.34,25186.75,7880,1,7333,3,HIGH,CARRIE,1,1,KING
MARRIED,CA,0,4,1000,250,4,1,62671,CU1932,F,Author,700,West,1,1000,No,2,5,58,53.4,20467.75,1087,2,25,4,MEDIUM,EMERALD,1,1,WALTER
DIVORCED,CA,0,2,2500,0,6,1,58873,CU1935,M,Accountant,800,West,1,2500,No,6,2,66,53.25,15318.25,1991,1,25,3,MEDIUM,ERASMO,1,1,BRAND
MARRIED,NY,0,2,1000,251,2,1,70117,CU1936,M,Administrative Assistant,900,NorthEast,1,1000,No,3,1,31,53.42,22629.25,3613,2,3104,4,HIGH,SAMMY,1,1,DOVE
MARRIED,NY,0,3,1000,850,3,0,64000,CU1937,M,PROF-20,900,NorthEast,1,1000,Yes,4,2,26,53.64,24100,772,3,25,4,HIGH,JAMAL,1,1,ATWOOD
SINGLE,CO,0,2,255,0,0,0,59720,CU1939,M,Childcare Worker,1000,West,1,255,No,3,1,50,53.08,30930,630,1,25,1,VERY HIGH,CURTIS,1,1,CAHILL
SINGLE,NY,0,2,0,0,0,0,66612,CU1940,M,PROF-26,900,NorthEast,0,0,No,1,2,32,53.08,20853,541,0,34,1,MEDIUM,LAUREN,0,1,WILHELM
MARRIED,NV,0,1,1500,3070,1,1,72642,CU1941,F,Waiter/Waitress,1500,Southwest,1,1000,Yes,3,1,55,55.08,27160.5,2312,1,25,5,HIGH,REBA,1,1,HAND
DIVORCED,FL,0,4,4000,8100,1,1,59972,CU2767,F,IT Staff,500,South,1,1500,Yes,12,2,36,56.23,23593,4169,4,116,6,HIGH,DIERDRE,1,1,HERNDON
MARRIED,MI,0,1,1800,2202,1,1,67640,CU2994,M,Bank Teller,800,Midwest,1,702,Yes,8,2,48,53.45,25210,4483,3,3692,4,HIGH,NICOLAS,1,1,BARBOUR
SINGLE,DC,0,2,600,0,0,0,64836,CU2995,M,Cashier,900,NorthEast,1,600,No,0,2,47,53.06,31909,506,1,25,0,VERY HIGH,LESLIE,1,1,KILLIAN
MARRIED,NY,0,3,1008,300,3,0,62340,CU2996,M,Sales Representative,500,NorthEast,1,1008,Yes,2,2,22,54.23,23285,799,2,25,5,HIGH,MICHEL,1,1,EATON
MARRIED,DC,30975,5,1110,2820,5,0,72284,CU2997,F,PROF-43,1500,NorthEast,1,720,No,4,2,39,54.2,24471,34254,1,25,5,HIGH,GEORGIANNE,1,1,ZUNIGA
MARRIED,CO,0,4,837,1150,4,0,57754,CU2998,M,Waiter/Waitress,900,West,1,837,Yes,10,2,34,54.35,21838.5,1151,3,25,5,MEDIUM,HARLAN,1,1,BREWSTER
SINGLE,FL,0,2,0,0,0,0,66729,CU2999,M,Nurse,500,South,0,0,No,0,2,41,53.06,21782.25,502,1,25,0,MEDIUM,ROBERTO,0,1,RAMSEY
DIVORCED,CA,0,3,2500,5850,3,1,59004,CU3000,M,PROF-19,1500,West,1,1000,No,9,4,55,53.5,20751,3187,4,2535,4,MEDIUM,HERIBERTO,1,1,LANDERS
MARRIED,NV,0,1,1100,0,1,1,68442,CU3001,F,Medical Doctor,1000,Southwest,2,1100,No,0,2,47,53.06,35310.5,506,1,25,0,VERY HIGH,SU,2,1,MCCARTHY
MARRIED,NY,0,2,1800,3350,2,1,62060,CU3002,M,Truck Driver,900,NorthEast,1,950,Yes,13,8,31,54.54,20615,1167,1,25,5,MEDIUM,RUDOLF,1,1,ODONNELL
MARRIED,NY,0,3,1500,301,3,1,63061,CU3003,M,Programmer/Developer,500,NorthEast,1,1500,No,2,4,21,53.18,18365.25,588,2,25,3,MEDIUM,TEDDY,1,1,GAY
WIDOWED,NY,39712,4,5500,23200,1,1,69990,CU3004,F,Accountant,1300,NorthEast,2,3800,No,4,1,54,54.22,37897.5,40800,5,142,5,VERY HIGH,TRISH,2,1,LINDSEY
MARRIED,FL,0,3,1500,751,3,0,62638,CU3005,M,PROF-18,1500,South,1,1,No,4,4,36,53.2,24759.5,4080,3,2875,3,HIGH,JAY,1,1,DEATON
SINGLE,MN,0,2,0,6372,0,1,64209,CU3006,M,Administrator,600,West,0,936,Yes,2,1,44,53.8,16452.25,2001,4,288,4,MEDIUM,GARFIELD,0,1,JACOB
SINGLE,DC,0,2,0,9024,0,1,64601,CU3007,M,Cashier,600,NorthEast,0,2262,No,16,2,39,54.32,16050.25,18879,4,16592,5,MEDIUM,SYLVESTER,0,1,VILLALOBOS
WIDOWED,NV,0,1,8000,23750,1,0,63759,CU3008,F,Clerical,5000,Southwest,1,5000,No,2,2,50,52.42,29439.75,7046,1,109,2,HIGH,JERRY,1,1,LAY
WIDOWED,NY,0,1,8000,26600,1,1,57916,CU3013,F,Law Enforcement Officer,1000,NorthEast,1,5000,No,3,2,52,54.98,23179,11795,3,11284,5,HIGH,AUDRY,1,1,STAFFORD
DIVORCED,NY,8077,2,4000,4700,2,1,63721,CU3014,F,Truck Driver,900,NorthEast,1,4000,No,2,2,35,54.62,21430.25,14064,1,5121,5,MEDIUM,WINNIFRED,1,1,PRITCHETT
MARRIED,NV,0,1,8000,11000,1,1,66364,CU3016,F,PROF-14,1100,Southwest,1,3000,Yes,4,10,42,57.57,24291,6565,3,193,6,HIGH,LATRINA,1,1,DODSON
MARRIED,NY,0,1,6500,24200,1,1,75201,CU4392,F,Clerical,1500,NorthEast,1,4000,No,2,1,40,54.54,26300.25,1318,3,25,5,HIGH,SHONDRA,1,1,BARNEY
DIVORCED,NY,0,3,3500,0,3,1,61859,CU4394,M,IT Staff,2000,NorthEast,1,3500,No,0,3,35,53.08,19464.75,1587,1,25,1,MEDIUM,FELIPE,1,1,WHEATLEY
MARRIED,MI,0,5,1000,0,5,1,66038,CU4395,F,PROF-33,500,Midwest,1,1000,No,0,3,35,53.06,17509.5,507,0,25,0,MEDIUM,KANDIS,1,1,HOLMAN
SINGLE,MI,0,2,0,0,0,0,69375,CU4396,M,Administrative Assistant,1100,Midwest,0,0,No,0,3,0,53.06,0,524,0,25,0,LOW,HASSAN,0,1,JOYNER
SINGLE,MI,0,2,0,0,0,1,63033,CU4397,M,IT Staff,900,Midwest,0,0,No,4,3,34,52.94,15158.25,2003,0,1494,2,MEDIUM,GARFIELD,0,1,RODRIQUEZ
MARRIED,NM,0,1,1041,0,1,0,60284,CU4399,F,PROF-26,1500,Southwest,1,1041,No,6,3,24,53.12,25971,518,1,25,2,HIGH,THORA,1,1,QUINTERO
DIVORCED,CA,0,5,2000,550,5,1,69841,CU4400,F,IT Staff,1500,West,1,2000,No,6,3,47,53.29,19660.25,1418,2,25,3,MEDIUM,PRICILLA,1,1,MERRITT
DIVORCED,CA,0,2,2402,2121,2,1,60064,CU4403,F,Construction Laborer,1500,West,1,921,No,17,3,41,53.75,21116,1834,1,1012,4,MEDIUM,CLARISA,1,1,KNAPP
DIVORCED,CA,28629,1,4000,10200,1,1,62755,CU4404,F,Clerical,1600,West,1,1600,Yes,2,7,45,53.39,23688.75,30426,2,117,4,HIGH,GEORGIE,1,1,DUFFY
SINGLE,NV,0,2,0,1898,0,1,63438,CU4405,M,Nurse,600,Southwest,0,348,Yes,7,3,35,53.8,15359.5,869,2,25,4,MEDIUM,DEREK,0,1,MCKAY
MARRIED,CA,0,3,1200,500,3,1,54966,CU4406,M,Construction Laborer,1500,West,1,1200,Yes,4,3,40,53.43,18241.5,1048,2,216,4,MEDIUM,SEBASTIAN,1,1,HUGGINS
MARRIED,CA,0,3,1500,0,3,1,70955,CU4407,M,IT Staff,900,West,1,1500,No,4,8,42,54.57,22438.75,594,1,80,5,HIGH,JARRED,1,1,KRUSE
DIVORCED,MI,0,1,2000,5450,1,1,74913,CU4408,F,IT Staff,1500,Midwest,1,1000,Yes,4,3,39,55.85,26128.25,2856,4,25,6,HIGH,SHONNA,1,1,NAQUIN
SINGLE,NY,0,3,280,0,3,0,66775,CU4409,M,Mason,700,NorthEast,1,280,No,6,3,34,53.05,25593.75,604,0,25,2,HIGH,RICO,1,1,MCCONNELL
MARRIED,NY,0,2,5000,14455,0,0,60547,CU4410,M,Clerical,500,NorthEast,1,4505,No,7,3,43,53.18,30436.75,1263,5,458,3,VERY HIGH,JC,1,1,KLINE
SINGLE,CA,0,3,240,0,3,0,59206,CU15130,M,PROF-22,1000,West,1,240,No,0,4,23,53.07,22601.5,0,0,25,1,HIGH,NOBLE,1,1,SAUNDERS
DIVORCED,DC,0,1,2800,2200,1,1,70149,CU15132,M,Truck Driver,1500,NorthEast,1,400,Yes,3,4,38,54.05,24837.25,335,1,25,5,HIGH,JEWELL,1,1,WINTERS
MARRIED,NY,0,1,7000,0,1,1,70739,CU3665,F,Truck Driver,1300,NorthEast,1,7000,No,1,3,46,53.08,25784.75,926,1,25,1,HIGH,VANITA,1,1,WAGNER
DIVORCED,CA,0,4,2000,4000,1,1,60025,CU3666,F,School Teacher,1200,West,1,1300,No,4,2,57,52.9,25706.25,1517,1,25,2,HIGH,LYNN,1,1,BUSCH
SINGLE,CA,0,2,450,0,0,0,66154,CU3669,M,First-line Manager,900,West,1,450,No,1,3,45,53.07,32038.5,612,0,25,1,VERY HIGH,NATHAN,1,1,JEWELL
DIVORCED,CA,0,1,3000,3500,1,1,62571,CU3670,F,IT Staff,1500,West,1,3000,No,11,3,44,55.78,23542.75,13817,1,11153,6,HIGH,MAURICE,1,1,ROMO
SINGLE,MI,0,3,0,0,3,1,66640,CU3671,M,Technical Writer,900,Midwest,0,0,No,2,3,38,53.15,10960,638,0,32,2,LOW,RAMON,0,1,WITHERSPOON
DIVORCED,NY,0,1,3500,5000,1,1,68805,CU3672,F,Publisher,1200,NorthEast,1,1400,No,13,3,57,53.21,26401.25,1519,1,981,3,HIGH,ARLEEN,1,1,GORMAN
DIVORCED,CA,5607,2,2318,1801,0,1,61642,CU3673,M,Cashier,500,West,1,2318,No,2,3,44,53.94,25810.5,26083,3,18756,4,HIGH,QUINCY,1,1,HANDY
MARRIED,CA,0,1,1100,0,1,0,75629,CU3674,M,Fireman,1400,West,1,1100,No,2,3,44,53.19,31807.25,1860,1,1351,3,VERY HIGH,ISIDRO,1,1,MCKAY
DIVORCED,FL,0,3,2500,4050,3,1,60243,CU3675,M,Lab Technician,500,South,1,750,Yes,13,3,32,55.01,18760.75,6232,1,4588,5,MEDIUM,ANDRE,1,1,PETTIT
DIVORCED,NV,0,3,2000,4350,3,1,74975,CU3676,M,Homemaker,1500,Southwest,1,800,Yes,2,8,37,54.5,22943.75,6587,4,5004,5,HIGH,GARLAND,1,1,DODD
DIVORCED,NV,0,2,3500,10256,2,1,60418,CU3677,M,Clerical,2000,Southwest,1,2156,Yes,4,1,45,54.28,21604.5,1489,3,25,5,MEDIUM,STUART,1,1,MILES
DIVORCED,IL,0,1,4000,6600,1,1,64297,CU3678,F,Not specified,500,Midwest,1,1600,Yes,3,6,32,55.58,22774.25,2630,4,25,6,HIGH,EMIKO,1,1,FLETCHER
DIVORCED,MI,0,1,3860,9200,1,1,64819,CU3679,F,School Teacher,1500,Midwest,1,1500,No,16,3,38,53.86,23504.75,5366,6,3490,4,HIGH,VERONA,1,1,ORTIZ
MARRIED,MI,0,1,5000,13700,1,1,72198,CU3680,F,Clerical,1300,Midwest,1,1200,Yes,2,3,45,56.48,26049.5,2352,7,25,6,HIGH,MARGORIE,1,1,HECK
DIVORCED,CA,0,5,2176,3550,5,1,70446,CU3681,F,Fireman,1000,West,1,650,Yes,4,3,44,54.8,19511.5,2215,1,25,5,MEDIUM,JOHNNY,1,1,HUBER
SINGLE,CA,0,2,0,1550,0,1,53998,CU3682,M,Not specified,1700,West,0,0,No,12,3,48,54.98,14299.5,40868,1,2138,5,MEDIUM,ALDO,0,1,CALLAWAY
MARRIED,MI,0,4,872,1000,4,1,57975,CU3683,M,Veterinarian,1300,Midwest,2,872,No,12,3,38,53.93,27293.75,20604,2,20529,4,HIGH,RAYMUNDO,2,1,ROSAS
SINGLE,NV,0,3,0,0,3,0,60115,CU3684,M,Clerical,600,Southwest,0,0,No,2,3,38,53.03,14328.75,1655,0,25,2,MEDIUM,RUDOLF,0,1,WEBB
MARRIED,MN,0,1,1700,1800,1,0,76217,CU3686,M,IT Staff,1500,West,1,300,Yes,3,3,37,54.4,31254.25,1255,3,25,5,VERY HIGH,ZACHARY,1,1,MONTGOMERY
SINGLE,TX,0,2,0,10100,0,1,66123,CU3688,M,Clerical,500,Southwest,0,3000,No,4,3,36,53.01,16130.75,1015,4,228,2,MEDIUM,DEMARCUS,0,1,LUNA
MARRIED,CA,0,2,976,0,2,1,61637,CU3689,M,Not specified,600,West,1,976,No,15,3,43,53.41,21709.25,717,1,201,4,MEDIUM,ERIN,1,1,JEWELL
DIVORCED,MI,0,1,2144,4850,1,0,59047,CU3690,F,PROF-18,900,Midwest,1,1250,No,4,3,34,53.43,26661.75,1593,1,861,4,HIGH,PETRINA,1,1,FELTON
DIVORCED,MN,0,5,4500,3001,1,1,67871,CU3691,F,Truck Driver,1500,West,1,1,Yes,3,8,36,55.38,26067.75,2840,1,25,5,HIGH,ALYSSA,1,1,HOOKS
DIVORCED,NY,0,4,1900,2600,3,1,60671,CU3692,F,PROF-30,900,NorthEast,2,1900,No,15,3,51,53.33,31267.75,933,1,403,3,VERY HIGH,JESTINE,2,1,LORENZ
DIVORCED,CA,0,4,3000,0,3,0,65050,CU3693,M,PROF-29,900,West,1,3000,No,0,3,50,53.06,27262.5,506,0,25,0,HIGH,MARLON,1,1,GODWIN
WIDOWED,NY,0,5,6000,0,5,1,81649,CU3694,F,IT Staff,3500,NorthEast,1,6000,No,2,1,50,59.95,22912.25,2710,1,25,7,HIGH,CHERYLE,1,1,CRUZ
DIVORCED,IL,0,5,2500,2200,5,1,62627,CU3695,F,Programmer/Developer,500,Midwest,1,500,Yes,2,1,26,54.89,15756.75,1514,1,25,5,MEDIUM,MICAELA,1,1,DUNCAN
MARRIED,MN,0,3,1500,2145,3,1,69572,CU3696,M,Truck Driver,900,West,1,945,No,16,3,35,53.44,21393,1226,2,603,4,MEDIUM,ZANE,1,1,RHODES
SINGLE,NY,0,2,0,701,0,1,68136,CU3697,M,Bank Teller,700,NorthEast,0,0,No,2,3,47,53.12,17734,1432,3,746,2,MEDIUM,JOHNIE,0,1,MOTT
DIVORCED,MS,29792,2,1954,2150,1,1,67940,CU3698,F,Veterinarian,1500,South,1,550,No,3,3,37,54.32,24685,31853,1,25,5,HIGH,ALISIA,1,1,SERNA
MARRIED,NY,0,3,1000,3309,3,1,70810,CU3699,M,Administrator,1000,NorthEast,1,1309,Yes,1,3,30,53.62,21202.5,1505,1,25,4,MEDIUM,BRANT,1,1,BARRON
DIVORCED,CA,0,2,2687,0,0,1,68853,CU3700,M,Administrative Assistant,900,West,1,2687,No,0,3,46,53.06,27813.25,504,1,25,0,HIGH,JAMAL,1,1,SINGLETON
MARRIED,IL,4159,1,987,601,1,1,61777,CU3703,M,Veterinarian,1300,Midwest,1,1,No,14,3,31,53.61,22044.25,6858,1,2084,4,HIGH,TITUS,1,1,MCCOLLUM
WIDOWED,NY,15053,1,5000,7100,1,1,54744,CU3704,M,School Teacher,3000,NorthEast,1,1100,No,3,1,51,55.59,22286,25370,4,25,6,HIGH,BRET,1,1,MOORE
DIVORCED,FL,0,1,2590,1000,1,1,61482,CU3705,F,PROF-13,500,South,1,2590,No,9,3,34,53.34,22270.5,1057,3,515,3,HIGH,DORRIS,1,1,HAMM
SINGLE,MI,0,1,600,400,1,1,65298,CU3707,M,Childcare Worker,500,Midwest,1,600,No,12,6,35,53.66,23324.5,2957,2,840,4,HIGH,JOHNNIE,1,1,GOSS
MARRIED,CA,0,3,1000,650,3,0,60479,CU3708,M,Technical Writer,900,West,1,1000,Yes,16,2,43,53.32,24919.75,732,2,25,3,HIGH,FILIBERTO,1,1,KEYS
MARRIED,OH,0,1,1800,2000,1,1,59127,CU3710,M,Homemaker,900,Midwest,1,350,No,15,3,29,53.74,21181.75,883,1,364,4,MEDIUM,LOGAN,1,1,MONTALVO
DIVORCED,FL,0,3,2500,3950,3,0,70925,CU3711,M,PROF-9,900,South,1,650,No,15,3,32,53.23,26431.25,7638,1,4798,3,HIGH,LOU,1,1,RUSSO
DIVORCED,NC,0,5,3500,2900,5,0,66071,CU3714,F,Law Enforcement Officer,500,South,1,1400,Yes,4,3,37,54.75,22717.75,1819,1,25,5,HIGH,LEIGHA,1,1,FRANCO
MARRIED,DC,0,1,1216,0,1,1,59982,CU3715,M,Cashier,500,NorthEast,1,1216,No,0,3,31,53.06,21595.5,509,2,25,0,MEDIUM,MALCOLM,1,1,WEIR
MARRIED,MI,10703,1,6000,24450,1,1,59165,CU3716,F,Not specified,900,Midwest,1,3800,No,2,3,37,52.08,21991.25,21522,3,25,2,MEDIUM,STASIA,1,1,IVY
DIVORCED,DC,0,3,2200,3450,3,1,70392,CU3717,M,Homemaker,1100,NorthEast,1,650,No,12,3,32,53.49,21298,917,1,25,4,MEDIUM,CARLOS,1,1,RANDALL
SINGLE,NY,0,2,0,0,0,0,65799,CU3719,M,Childcare Worker,1000,NorthEast,0,0,No,0,3,0,53.06,0,502,0,25,0,LOW,RODGER,0,1,MOODY
MARRIED,MI,0,1,1500,1800,1,1,59513,CU3720,F,PROF-4,1300,Midwest,1,1500,Yes,4,3,44,53.2,22778.25,1385,1,311,3,HIGH,ALANNA,1,1,BAILEY
DIVORCED,NY,0,4,2339,2900,3,1,59272,CU3721,M,Fireman,1500,NorthEast,1,500,No,2,3,41,53.1,19918,974,4,406,2,MEDIUM,CARLTON,1,1,SKINNER
DIVORCED,NV,4059,3,2500,4375,3,1,72649,CU3722,M,Fireman,1500,Southwest,1,975,No,18,3,43,53.07,22962.25,5748,1,353,1,HIGH,LACY,1,1,BONNER
DIVORCED,CA,0,1,3000,1801,1,0,60655,CU6294,F,Not specified,900,West,1,3000,No,3,0,45,53.3,28163.75,9552,4,25,3,HIGH,ELLAMAE,1,1,BENJAMIN
DIVORCED,NY,0,1,3360,1900,1,1,69617,CU7432,M,PROF-21,1000,NorthEast,1,300,Yes,4,1,30,56.59,23904.25,2529,2,25,6,HIGH,JACOB,1,1,VALENZUELA
MARRIED,MI,0,5,1500,1600,5,1,65265,CU7435,F,Not specified,1000,Midwest,1,300,No,3,1,26,53.61,16416.25,1480,3,1467,4,MEDIUM,CLEMENTINA,1,1,GIL
SINGLE,MI,0,3,0,0,3,0,64255,CU8462,M,PROF-31,1500,Midwest,0,0,No,1,1,28,53.14,14363.75,0,0,25,2,MEDIUM,FREDDIE,0,0,MAYBERRY
DIVORCED,MI,0,1,2513,1150,1,0,70749,CU8506,M,Plumber,1000,Midwest,1,2513,No,11,1,48,54.13,30987.25,6248,3,466,5,VERY HIGH,JON,1,1,DUTTON
SINGLE,FL,0,2,0,14000,0,0,60431,CU5519,M,Clerical,900,South,0,0,No,15,0,0,53.55,0,1001,5,25,4,LOW,VIRGIL,0,1,NIETO
SINGLE,NY,63688,3,0,0,3,1,67102,CU5521,M,Professor,1000,NorthEast,0,0,No,13,0,0,54.03,0,68515,4,1167,5,LOW,DANNY,0,1,HUDDLESTON
WIDOWED,MI,31643,4,8000,20600,1,1,63392,CU5523,F,PROF-24,4000,Midwest,2,2500,Yes,4,0,73,56.05,38148,36251,5,45,6,VERY HIGH,JERRI,2,1,CURTIS
WIDOWED,NY,32,1,8000,19750,1,1,61392,CU5524,F,Clerical,1000,NorthEast,1,5000,No,2,2,67,54.17,25548,3929,1,25,5,HIGH,BULAH,1,1,HUFF
MARRIED,OH,42747,1,1700,950,1,1,64091,CU5525,F,Author,1000,Midwest,2,1700,No,5,0,76,54.55,37122.75,56620,3,10219,5,VERY HIGH,DREW,2,1,BOWIE
MARRIED,MI,0,5,1600,2650,5,1,72190,CU2613,F,Secretary,1500,Midwest,1,1600,No,16,2,27,53.79,18247.5,4223,1,3707,4,MEDIUM,VIVIENNE,1,1,BLALOCK
MARRIED,IL,0,1,5000,9000,1,1,63157,CU2614,F,IT Staff,1400,Midwest,1,1950,Yes,3,10,43,53.31,23589.25,3406,3,1247,3,HIGH,DIANN,1,1,CHAMBERS
MARRIED,MI,0,5,1500,2535,5,1,71890,CU2615,F,Fireman,1500,Midwest,1,585,No,2,2,48,53.01,20272.5,1523,8,67,2,MEDIUM,SONG,1,1,WOOD
DIVORCED,LA,0,1,1903,1201,1,1,62205,CU2617,M,Author,1300,South,1,1903,No,12,2,57,53.33,24751.25,870,3,353,3,HIGH,ENRIQUE,1,1,NUNN
DIVORCED,CA,0,4,1900,1951,2,1,69077,CU2618,M,Medical Doctor,800,West,1,1,No,9,2,57,53.14,25969.25,7781,1,6488,2,HIGH,SILAS,1,1,FERREIRA
MARRIED,NY,0,1,1000,1050,1,1,67820,CU2619,M,PROF-11,700,NorthEast,1,1000,Yes,3,6,59,54.18,26355,11766,3,10558,5,HIGH,IRVIN,1,1,KIMBLE
MARRIED,MI,0,1,1590,1501,1,0,67163,CU2620,F,Technical Writer,1500,Midwest,1,1590,No,4,2,49,53.08,30190.75,1113,3,181,1,VERY HIGH,STEPHEN,1,1,QUEEN
